text,label
.21/30,uncomplete_ip
239.162,uncomplete_ip
2456,vlan id
PC-12,hostname
137.207.128.59,ip address
1583,vlan id
Linux Server,device type
ICMP,protocol
1822,vlan id
255.255.255.0,subnet mask
Access-68,hostname
846,vlan id
255.255.255.192,subnet mask
ip nat inside,configuration command
3187,vlan id
36.222.106.5,ip address
225.39,uncomplete_ip
PC-44,hostname
42:62:2a:70:69:b4,mac address
FastEthernet0/40,interface
255.255.255.128,subnet mask
3042,vlan id
255.255.255.252,subnet mask
858,vlan id
Router-07,hostname
GigabitEthernet9/6,interface
255.255.255.192,subnet mask
125.43.131.165,ip address
Catalyst 3560,device type
MPLS,protocol
WLC-65,hostname
FastEthernet8/19,interface
bf:c6:a5:df:b6:1b,mac address
108.203.71.28,ip address
158.58.61.38,ip address
5a:cf:0d:df:5d:90,mac address
1845,vlan id
Cisco 1941,device type
LDP,protocol
Port-channel366,interface
9f:75:cb:6e:7c:27,mac address
243.197,uncomplete_ip
2564,vlan id
HSRP,protocol
GLBP,protocol
access-list,configuration command
be:94:7f:a2:4c:70,mac address
GRE,protocol
214.130,uncomplete_ip
ICMP,protocol
1943,vlan id
41:4c:fa:e6:58:74,mac address
VRRP,protocol
show running-config,configuration command
100.71.146.67,ip address
255.255.255.0,subnet mask
a9:08:91:c5:c7:e0,mac address
255.255.255.192,subnet mask
255.0.0.0,subnet mask
fd:47:bb:53:34:20,mac address
Firepower 2100,device type
255.255.255.252,subnet mask
SSH,protocol
no shutdown,configuration command
spanning-tree mode rapid-pvst,configuration command
Port-channel3687,interface
57.141,uncomplete_ip
WLC-24,hostname
Tunnel3735,interface
Router-73,hostname
.87/19,uncomplete_ip
Router-59,hostname
RSTP,protocol
Firewall-29,hostname
fe:11:ca:67:6e:2e,mac address
84.136.106.73,ip address
.153.111,uncomplete_ip
09:42:e1:0b:25:20,mac address
PAgP,protocol
FTP,protocol
Edge-96,hostname
ICMP,protocol
Cisco 4331,device type
33:1f:9e:d7:64:dc,mac address
254.168.138.180,ip address
ip domain-name,configuration command
UDP,protocol
.149/25,uncomplete_ip
IPsec,protocol
enable secret,configuration command
DNS,protocol
2169,vlan id
.122/8,uncomplete_ip
Edge-41,hostname
VRRP,protocol
668,vlan id
.145.154,uncomplete_ip
Vlan2207,interface
255.255.255.240,subnet mask
TenGigabitEthernet8/36,interface
service password-encryption,configuration command
Catalyst 2960,device type
74.227.174.159,ip address
Tunnel2758,interface
transport input ssh,configuration command
1852,vlan id
ip domain-name,configuration command
FastEthernet2/40,interface
Laptop-15,hostname
Vlan1003,interface
no shutdown,configuration command
PC-49,hostname
BGP,protocol
Cisco 1941,device type
3e:f0:12:bc:fd:e4,mac address
b3:42:50:6e:e4:ab,mac address
2004,vlan id
Telnet,protocol
crypto key generate rsa,configuration command
Serial8/19,interface
FastEthernet9/45,interface
Border-75,hostname
f6:87:88:84:26:12,mac address
HSRP,protocol
255.255.255.128,subnet mask
25.138.158.142,ip address
SNMP,protocol
.92.162,uncomplete_ip
.97/18,uncomplete_ip
.83/12,uncomplete_ip
show ip interface brief,configuration command
.248/29,uncomplete_ip
.121.81,uncomplete_ip
255.255.255.192,subnet mask
Edge-02,hostname
Firewall-11,hostname
fc:95:8d:03:b2:4d,mac address
HTTP,protocol
crypto key generate rsa,configuration command
.105.127,uncomplete_ip
21.65,uncomplete_ip
45,vlan id
Nexus 9000,device type
3456,vlan id
Firepower 2100,device type
318,vlan id
.30.248,uncomplete_ip
Cisco 2901,device type
Vlan3535,interface
switchport mode access,configuration command
e6:1a:c4:23:f5:c2,mac address
Switch-84,hostname
ip nat outside,configuration command
GRE,protocol
50:c9:ab:25:b8:fc,mac address
switchport mode trunk,configuration command
.26/20,uncomplete_ip
2211,vlan id
Cisco 4331,device type
214.216.171.186,ip address
Serial5/9,interface
66.22.212.175,ip address
Router-23,hostname
ASA 5506-X,device type
55:9b:a8:4e:b1:33,mac address
.37.186.49,uncomplete_ip
Server-27,hostname
Ethernet0/7,interface
Firepower 2100,device type
255.255.255.192,subnet mask
FastEthernet3/27,interface
GigabitEthernet8/31,interface
866,vlan id
Catalyst 9300,device type
21.32.216.16,ip address
GigabitEthernet8/22,interface
05:10:35:8e:25:a9,mac address
Catalyst 3560,device type
531,vlan id
Vlan2291,interface
.64.113,uncomplete_ip
3925,vlan id
1020,vlan id
9c:91:08:cf:9c:c9,mac address
Port-channel406,interface
Meraki MR46,device type
255.255.255.0,subnet mask
255.255.0.0,subnet mask
Printer-89,hostname
255.255.255.192,subnet mask
no shutdown,configuration command
1186,vlan id
6a:e5:d9:d4:a8:44,mac address
Telnet,protocol
.64/17,uncomplete_ip
Port-channel1217,interface
Gateway-31,hostname
163.101,uncomplete_ip
NTP,protocol
25:dc:2d:60:d1:20,mac address
DNS,protocol
Router-10,hostname
37.190,uncomplete_ip
Aironet 3800,device type
5c:b6:f3:2d:bb:88,mac address
125.184.58.184,ip address
255.255.255.252,subnet mask
2483,vlan id
Router-15,hostname
255.255.255.252,subnet mask
GigabitEthernet2/5,interface
crypto key generate rsa,configuration command
Ethernet6/21,interface
e0:3a:04:7f:eb:c9,mac address
Cisco 4331,device type
514,vlan id
2326,vlan id
9b:e1:74:5a:fb:33,mac address
ip nat outside,configuration command
Tunnel52,interface
FastEthernet9/28,interface
Catalyst 9300,device type
PC-34,hostname
111.13.85.54,ip address
231.85,uncomplete_ip
407,vlan id
Firepower 2100,device type
.137.183,uncomplete_ip
57.8.235.240,ip address
2015,vlan id
78.24.23.184,ip address
STP,protocol
1332,vlan id
Tunnel1324,interface
4d:d1:4b:df:02:88,mac address
255.255.255.0,subnet mask
79.122.87.217,ip address
1a:fc:02:ca:8d:9f,mac address
255.0.0.0,subnet mask
.212/12,uncomplete_ip
VRRP,protocol
.132.207.141,uncomplete_ip
NTP,protocol
MPLS,protocol
22.162.30.72,ip address
238.228.253.241,ip address
34.27.135.148,ip address
.139.222.44,uncomplete_ip
Server-78,hostname
240.31.17.219,ip address
Windows Server,device type
110.153.21.205,ip address
.221.21,uncomplete_ip
PAgP,protocol
ip access-group,configuration command
transport input ssh,configuration command
2923,vlan id
show ip interface brief,configuration command
Tunnel3171,interface
HTTP,protocol
2671,vlan id
Cisco 4331,device type
ip access-group,configuration command
ac:41:0b:14:6b:4e,mac address
20.244.27.149,ip address
GigabitEthernet3/44,interface
fd:d8:8d:9a:fa:0a,mac address
ip access-group,configuration command
2e:f9:1b:9a:22:56,mac address
3120,vlan id
SNMP,protocol
30:e3:cc:41:ad:6a,mac address
255.255.255.240,subnet mask
Linux Server,device type
255.255.255.128,subnet mask
.103.249,uncomplete_ip
.197.150.25,uncomplete_ip
90.181.159.81,ip address
Nexus 9000,device type
switchport mode access,configuration command
BGP,protocol
TenGigabitEthernet7/1,interface
Serial5/7,interface
TFTP,protocol
255.255.255.128,subnet mask
255.255.255.240,subnet mask
PAgP,protocol
Aironet 3800,device type
255.0.0.0,subnet mask
TenGigabitEthernet0/47,interface
255.255.248.0,subnet mask
58.66.76.165,ip address
6.192.201.176,ip address
bd:56:64:81:34:fa,mac address
121.33.249.80,ip address
login local,configuration command
ip access-group,configuration command
58:ca:39:03:83:de,mac address
.213/17,uncomplete_ip
Cisco 2901,device type
8f:75:bf:65:14:58,mac address
transport input ssh,configuration command
e4:2f:20:d7:1c:f0,mac address
165.39.165.47,ip address
Ethernet1/9,interface
255.255.255.128,subnet mask
532,vlan id
1c:90:70:de:75:21,mac address
152.150.123.23,ip address
169.242.196.165,ip address
251.35.26.71,ip address
.50/26,uncomplete_ip
TenGigabitEthernet6/11,interface
GigabitEthernet2/14,interface
4070,vlan id
93:8c:dc:97:f5:d1,mac address
229.40.27.173,ip address
Port-channel491,interface
668,vlan id
2975,vlan id
ec:d2:7a:11:7d:e4,mac address
Router-32,hostname
255.255.255.128,subnet mask
a3:db:35:f1:5b:f3,mac address
71.176.163.64,ip address
Server-82,hostname
255.255.255.0,subnet mask
255.255.255.192,subnet mask
199.70.204.143,ip address
Gateway-55,hostname
255.255.255.0,subnet mask
61.208.171.4,ip address
147.241.133.66,ip address
222.4.89.45,ip address
Ethernet7/31,interface
1a:fa:d6:0e:37:7c,mac address
241.46.41.226,ip address
2466,vlan id
FastEthernet2/37,interface
.228.217.228,uncomplete_ip
Ethernet1/4,interface
130.67.246.27,ip address
spanning-tree mode rapid-pvst,configuration command
116.162.244.118,ip address
Tunnel1302,interface
255.255.0.0,subnet mask
router ospf,configuration command
3732,vlan id
255.255.255.252,subnet mask
IPsec,protocol
3960,vlan id
.138.153,uncomplete_ip
Gateway-03,hostname
19:63:7c:56:ae:48,mac address
255.255.248.0,subnet mask
HTTPS,protocol
51:c8:5a:7e:e9:1f,mac address
Border-67,hostname
155.84.252.198,ip address
HSRP,protocol
Windows Server,device type
ASA 5506-X,device type
2189,vlan id
Linux Server,device type
274,vlan id
show ip interface brief,configuration command
ICMP,protocol
Catalyst 9300,device type
2648,vlan id
ca:81:e0:ba:61:bd,mac address
Catalyst 2960,device type
255.255.0.0,subnet mask
255.255.255.128,subnet mask
Cisco 1941,device type
Vlan564,interface
175.65.120.78,ip address
ip nat inside,configuration command
PC-89,hostname
ip routing,configuration command
Cisco 4331,device type
Nexus 9000,device type
WLC-95,hostname
Border-95,hostname
ASA 5506-X,device type
router ospf,configuration command
.190/30,uncomplete_ip
32.140.108.52,ip address
Tunnel956,interface
f6:14:d5:ee:96:f6,mac address
27:85:c3:e5:57:3b,mac address
VRRP,protocol
219.102.91.32,ip address
1249,vlan id
255.255.255.252,subnet mask
.146.238,uncomplete_ip
.157/28,uncomplete_ip
64:19:5c:55:37:91,mac address
.105.189.36,uncomplete_ip
255.255.0.0,subnet mask
login local,configuration command
show ip interface brief,configuration command
IPsec,protocol
.183.45.195,uncomplete_ip
3c:38:c6:fe:a6:9c,mac address
181.226,uncomplete_ip
ASA 5506-X,device type
login local,configuration command
.132/26,uncomplete_ip
ce:30:de:da:6b:bd,mac address
.99.191,uncomplete_ip
255.255.255.128,subnet mask
255.255.255.192,subnet mask
WLC-36,hostname
Port-channel2972,interface
spanning-tree mode rapid-pvst,configuration command
69.203.217.229,ip address
ISIS,protocol
RIP,protocol
203.39.154.172,ip address
ip access-group,configuration command
Server-38,hostname
23.132.220.185,ip address
95.72.131.208,ip address
50.117,uncomplete_ip
ec:3a:5b:5b:a0:37,mac address
ip nat inside,configuration command
69:e0:8a:41:27:4e,mac address
255.255.255.252,subnet mask
ip access-group,configuration command
.239/12,uncomplete_ip
Catalyst 3560,device type
Aironet 3800,device type
Border-30,hostname
Port-channel3865,interface
91.255.115.210,ip address
140.103.185.145,ip address
show ip interface brief,configuration command
.128.183,uncomplete_ip
2308,vlan id
crypto key generate rsa,configuration command
Catalyst 2960,device type
LDP,protocol
Cisco 1941,device type
ip routing,configuration command
ip access-group,configuration command
2328,vlan id
447,vlan id
Nexus 9000,device type
Catalyst 2960,device type
2296,vlan id
7.129.206.127,ip address
1b:85:b2:7a:02:00,mac address
2c:20:0f:44:0b:b0,mac address
Gateway-05,hostname
Edge-19,hostname
.42/19,uncomplete_ip
Nexus 9000,device type
2732,vlan id
GigabitEthernet6/32,interface
Access-18,hostname
DNS,protocol
255.255.255.0,subnet mask
251.226,uncomplete_ip
1308,vlan id
Catalyst 9300,device type
PAgP,protocol
67.253.74.251,ip address
Firewall-51,hostname
EIGRP,protocol
show ip interface brief,configuration command
255.255.255.240,subnet mask
78.158.238.233,ip address
255.255.255.252,subnet mask
.59.65.132,uncomplete_ip
.35.215.93,uncomplete_ip
.86.103,uncomplete_ip
139.132.132.157,ip address
185.175.202.83,ip address
255.255.255.240,subnet mask
Vlan3194,interface
255.255.255.192,subnet mask
3121,vlan id
1988,vlan id
3395,vlan id
255.0.0.0,subnet mask
line vty 0 4,configuration command
login local,configuration command
Router-02,hostname
Firepower 2100,device type
Loopback1490,interface
SNMP,protocol
Dist-65,hostname
Telnet,protocol
142.247.132.55,ip address
HSRP,protocol
Firepower 2100,device type
.151.240,uncomplete_ip
3848,vlan id
931,vlan id
Cisco 1941,device type
GRE,protocol
ASA 5506-X,device type
Catalyst 2960,device type
Tunnel1519,interface
3894,vlan id
Cisco 4331,device type
88.24.10.49,ip address
.175/20,uncomplete_ip
657,vlan id
crypto key generate rsa,configuration command
LACP,protocol
Dist-44,hostname
Core-63,hostname
.83.99,uncomplete_ip
.45/21,uncomplete_ip
router bgp,configuration command
PAgP,protocol
209.71.72.128,ip address
EIGRP,protocol
202.39.217.74,ip address
2978,vlan id
21:d1:b7:b1:77:69,mac address
Laptop-22,hostname
255.0.0.0,subnet mask
PC-31,hostname
69.159.172.200,ip address
1614,vlan id
116.166.180.1,ip address
Router-17,hostname
Port-channel1467,interface
Windows Server,device type
af:ff:20:cf:b2:aa,mac address
84.89.174.152,ip address
ip nat outside,configuration command
ip access-group,configuration command
.231/30,uncomplete_ip
MPLS,protocol
972,vlan id
Firepower 2100,device type
76.240.147.178,ip address
1902,vlan id
241.58.84.158,ip address
766,vlan id
103,vlan id
access-list,configuration command
VRRP,protocol
3145,vlan id
.202/9,uncomplete_ip
12.252.84.40,ip address
Edge-67,hostname
115.22.242.150,ip address
30:01:f9:7b:d7:5f,mac address
80.111.62.128,ip address
1305,vlan id
Firewall-38,hostname
Firepower 2100,device type
2f:84:d7:95:67:07,mac address
LACP,protocol
GLBP,protocol
ip access-group,configuration command
255.0.0.0,subnet mask
255.255.0.0,subnet mask
WLC-36,hostname
119.67,uncomplete_ip
236.56.195.57,ip address
74:0a:52:19:11:5b,mac address
255.255.255.128,subnet mask
b1:fe:36:de:75:1b,mac address
2647,vlan id
105.171.91.32,ip address
Cisco 1941,device type
255.255.0.0,subnet mask
255.255.255.240,subnet mask
Windows Server,device type
HTTP,protocol
183,vlan id
255.255.255.192,subnet mask
PC-88,hostname
Vlan2231,interface
52.108.94.120,ip address
43:df:cc:34:6b:b7,mac address
Tunnel1010,interface
Core-29,hostname
54.237.181.104,ip address
255.255.248.0,subnet mask
240.223.122.125,ip address
RIP,protocol
4058,vlan id
10:dd:70:e2:3d:2d,mac address
255.255.255.192,subnet mask
168.142.103.130,ip address
.211.66.120,uncomplete_ip
TenGigabitEthernet7/28,interface
TFTP,protocol
2356,vlan id
AP-68,hostname
Access-59,hostname
Aironet 3800,device type
255.255.255.192,subnet mask
1188,vlan id
Vlan2274,interface
255.255.0.0,subnet mask
FastEthernet5/16,interface
Edge-91,hostname
85:d7:c7:63:bc:49,mac address
.53/12,uncomplete_ip
.32.34.139,uncomplete_ip
255.255.255.252,subnet mask
LACP,protocol
2372,vlan id
02:83:0e:3a:32:04,mac address
Catalyst 2960,device type
Ethernet9/46,interface
109.242,uncomplete_ip
3825,vlan id
255.255.255.192,subnet mask
Serial0/1,interface
92.220.249.141,ip address
Loopback2830,interface
UDP,protocol
RIP,protocol
35.213.158.133,ip address
Loopback1668,interface
Port-channel3157,interface
.14/13,uncomplete_ip
Aironet 3800,device type
121.238.180.97,ip address
3461,vlan id
25.240.147.199,ip address
router ospf,configuration command
1022,vlan id
255.255.255.0,subnet mask
55:d7:24:3e:0e:82,mac address
Loopback3379,interface
Cisco 2901,device type
.117.138.7,uncomplete_ip
Port-channel2973,interface
255.255.255.240,subnet mask
46.218.90.254,ip address
193.204.158.53,ip address
DHCP,protocol
1279,vlan id
access-list,configuration command
160.127.156.31,ip address
.241/27,uncomplete_ip
Edge-85,hostname
3985,vlan id
.119.142.237,uncomplete_ip
4036,vlan id
GRE,protocol
login local,configuration command
crypto key generate rsa,configuration command
FTP,protocol
d4:f9:e4:85:05:8e,mac address
171.162.100.198,ip address
Catalyst 2960,device type
VRRP,protocol
Dist-57,hostname
1263,vlan id
1868,vlan id
Dist-69,hostname
ASA 5506-X,device type
.165/25,uncomplete_ip
.56/12,uncomplete_ip
fd:d7:94:95:60:91,mac address
255.255.0.0,subnet mask
Port-channel3969,interface
.130.231.86,uncomplete_ip
Catalyst 2960,device type
ip nat inside,configuration command
102.162.145.12,ip address
92:cd:1b:47:90:54,mac address
TenGigabitEthernet8/42,interface
Switch-10,hostname
225.211.142.253,ip address
246.226.28.229,ip address
1786,vlan id
255.255.255.192,subnet mask
Serial3/35,interface
.243/16,uncomplete_ip
Switch-62,hostname
Nexus 9000,device type
3577,vlan id
Cisco 4331,device type
255.255.0.0,subnet mask
Server-10,hostname
LDP,protocol
56:d2:2e:97:6e:54,mac address
PC-90,hostname
18:ca:bc:23:3b:9d,mac address
255.0.0.0,subnet mask
be:8c:ec:04:61:3e,mac address
DHCP,protocol
41.33.173.119,ip address
58.139.62.218,ip address
Tunnel839,interface
.81.154.167,uncomplete_ip
Cisco 1941,device type
72.59,uncomplete_ip
Windows Server,device type
Cisco 4331,device type
FTP,protocol
95:85:84:89:a1:ac,mac address
255.255.255.192,subnet mask
255.255.255.128,subnet mask
255.255.255.128,subnet mask
FastEthernet6/26,interface
WLC-58,hostname
255.255.255.240,subnet mask
e4:d7:48:b4:53:10,mac address
OSPF,protocol
255.255.248.0,subnet mask
TCP,protocol
253.150,uncomplete_ip
Tunnel1372,interface
85:77:f2:46:5d:4d,mac address
Cisco 4331,device type
transport input ssh,configuration command
.112.206.159,uncomplete_ip
.113/20,uncomplete_ip
d3:2c:1f:e6:61:12,mac address
MPLS,protocol
Loopback3648,interface
7a:dc:73:fd:85:b4,mac address
255.255.255.252,subnet mask
Loopback846,interface
2629,vlan id
e4:16:1b:11:77:0f,mac address
Cisco 1941,device type
18:06:70:e4:67:ad,mac address
1891,vlan id
255.255.255.192,subnet mask
Cisco 1941,device type
f9:f1:88:8a:5e:e1,mac address
2766,vlan id
1495,vlan id
97.30.78.251,ip address
255.0.0.0,subnet mask
LACP,protocol
BGP,protocol
.128.33.42,uncomplete_ip
2005,vlan id
11:1d:b8:f4:4a:f7,mac address
557,vlan id
TCP,protocol
Ethernet3/47,interface
FastEthernet6/44,interface
Tunnel1107,interface
5a:62:ad:41:ab:ca,mac address
.104.106,uncomplete_ip
ICMP,protocol
Ethernet6/6,interface
1043,vlan id
04:b0:cf:bb:7b:85,mac address
PAgP,protocol
PAgP,protocol
no shutdown,configuration command
AP-50,hostname
2724,vlan id
AP-53,hostname
3952,vlan id
Loopback2445,interface
198.204,uncomplete_ip
Tunnel3242,interface
Ethernet8/0,interface
Firewall-74,hostname
Serial5/37,interface
.158.155.113,uncomplete_ip
FastEthernet5/32,interface
255.255.255.128,subnet mask
Catalyst 3560,device type
1a:90:34:42:79:15,mac address
2744,vlan id
Serial5/30,interface
login local,configuration command
fd:84:67:c8:1f:76,mac address
1130,vlan id
FastEthernet7/8,interface
Port-channel552,interface
72.117.223.73,ip address
2427,vlan id
255.255.0.0,subnet mask
Edge-77,hostname
Port-channel2250,interface
spanning-tree mode rapid-pvst,configuration command
255.255.255.0,subnet mask
255.255.255.128,subnet mask
LACP,protocol
151.239.244.153,ip address
255.255.0.0,subnet mask
.99.220.187,uncomplete_ip
Access-18,hostname
Firepower 2100,device type
Meraki MR46,device type
Access-21,hostname
252.7.118.38,ip address
158.56.106.80,ip address
226.99.200.27,ip address
switchport mode trunk,configuration command
FTP,protocol
7e:c3:58:18:fb:ae,mac address
255.255.255.0,subnet mask
b8:c9:27:d6:19:7f,mac address
ASA 5506-X,device type
11:ec:99:b0:0b:e0,mac address
37:61:09:fe:29:05,mac address
.11/15,uncomplete_ip
.88/20,uncomplete_ip
46.144.37.248,ip address
ICMP,protocol
Edge-65,hostname
Catalyst 3560,device type
.80.199.229,uncomplete_ip
255.255.255.128,subnet mask
904,vlan id
FastEthernet6/28,interface
62,vlan id
3987,vlan id
.66.38.30,uncomplete_ip
switchport mode trunk,configuration command
WLC-26,hostname
ef:70:5c:2a:8c:8e,mac address
PC-37,hostname
255.255.248.0,subnet mask
255.255.0.0,subnet mask
NTP,protocol
access-list,configuration command
Windows Server,device type
Border-28,hostname
crypto key generate rsa,configuration command
173.208.207.87,ip address
2170,vlan id
1385,vlan id
Loopback2237,interface
3748,vlan id
105.153.120.241,ip address
TFTP,protocol
92:a2:81:f2:cd:56,mac address
Dist-12,hostname
Server-64,hostname
255.255.255.0,subnet mask
BGP,protocol
.223/25,uncomplete_ip
255.255.255.192,subnet mask
255.255.248.0,subnet mask
178.246.114.15,ip address
Laptop-46,hostname
202.245.10.32,ip address
GigabitEthernet4/22,interface
68:00:bc:da:06:0d,mac address
fd:95:a2:5c:fa:36,mac address
53.187.73.116,ip address
255.255.255.252,subnet mask
PAgP,protocol
GigabitEthernet2/35,interface
589,vlan id
2553,vlan id
255.255.255.240,subnet mask
Cisco 1941,device type
show running-config,configuration command
.168.184.87,uncomplete_ip
Cisco 2901,device type
Meraki MR46,device type
Loopback3743,interface
a7:ae:ba:91:e1:2b,mac address
switchport mode access,configuration command
Cisco 2901,device type
Cisco 4331,device type
3219,vlan id
222.100.17.248,ip address
router ospf,configuration command
.208.79.76,uncomplete_ip
1213,vlan id
151.40.37.195,ip address
255.255.0.0,subnet mask
Catalyst 3560,device type
ip domain-name,configuration command
255.255.255.240,subnet mask
Nexus 9000,device type
Telnet,protocol
switchport mode access,configuration command
810,vlan id
147.55.255.146,ip address
ICMP,protocol
255.255.255.128,subnet mask
Switch-53,hostname
Telnet,protocol
Nexus 9000,device type
NTP,protocol
0c:77:28:bb:6a:f4,mac address
VRRP,protocol
38.141.31.147,ip address
255.0.0.0,subnet mask
Aironet 3800,device type
ip routing,configuration command
BGP,protocol
Loopback2227,interface
Printer-85,hostname
ip domain-name,configuration command
3974,vlan id
.106/8,uncomplete_ip
Ethernet8/41,interface
line vty 0 4,configuration command
255.255.255.192,subnet mask
transport input ssh,configuration command
3861,vlan id
Gateway-97,hostname
Tunnel1034,interface
Server-63,hostname
Server-60,hostname
2836,vlan id
spanning-tree mode rapid-pvst,configuration command
SNMP,protocol
10:e7:96:bc:e7:fd,mac address
RSTP,protocol
Nexus 9000,device type
Gateway-06,hostname
1875,vlan id
182.174.66.213,ip address
255.0.0.0,subnet mask
Loopback4002,interface
ip domain-name,configuration command
Gateway-09,hostname
255.255.248.0,subnet mask
TCP,protocol
255.255.0.0,subnet mask
255.255.255.240,subnet mask
1607,vlan id
255.255.255.240,subnet mask
Printer-41,hostname
56.79,uncomplete_ip
255.255.255.192,subnet mask
service password-encryption,configuration command
Serial6/17,interface
access-list,configuration command
Cisco 4331,device type
FastEthernet8/27,interface
57.184.73.88,ip address
37.246,uncomplete_ip
Windows Server,device type
UDP,protocol
1330,vlan id
255.255.255.252,subnet mask
2003,vlan id
ICMP,protocol
248.107.150.182,ip address
181.162.99.109,ip address
access-list,configuration command
login local,configuration command
2036,vlan id
a8:fd:7c:10:20:40,mac address
184.17.73.158,ip address
ASA 5506-X,device type
Port-channel2587,interface
255.255.255.252,subnet mask
LACP,protocol
2116,vlan id
Port-channel3456,interface
Loopback761,interface
342,vlan id
Serial0/22,interface
Cisco 4331,device type
Edge-58,hostname
3367,vlan id
switchport mode trunk,configuration command
Tunnel3794,interface
.184/15,uncomplete_ip
Catalyst 2960,device type
STP,protocol
.35.218.6,uncomplete_ip
.209.79,uncomplete_ip
TFTP,protocol
91.142.160.60,ip address
52.163.103.248,ip address
.120.168,uncomplete_ip
.6/21,uncomplete_ip
FTP,protocol
255.255.255.128,subnet mask
Cisco 4331,device type
GRE,protocol
730,vlan id
151.61,uncomplete_ip
ip nat inside,configuration command
09:a8:3d:6e:94:aa,mac address
155.111.187.146,ip address
228.2.156.59,ip address
124.45.130.94,ip address
a3:48:0d:21:06:5d,mac address
1046,vlan id
no shutdown,configuration command
255.255.255.192,subnet mask
34:bd:c4:80:87:90,mac address
3763,vlan id
2380,vlan id
line vty 0 4,configuration command
.224.43.239,uncomplete_ip
.119.182,uncomplete_ip
6c:61:ed:65:9f:26,mac address
.12/11,uncomplete_ip
Nexus 9000,device type
eb:d8:69:c1:ce:1e,mac address
Ethernet3/32,interface
Linux Server,device type
255.255.255.252,subnet mask
243.137.50.250,ip address
3720,vlan id
.151.22,uncomplete_ip
26:a6:5a:40:5a:7d,mac address
router ospf,configuration command
1684,vlan id
238.56,uncomplete_ip
3664,vlan id
Linux Server,device type
111.118.114.149,ip address
Ethernet9/45,interface
Laptop-07,hostname
AP-29,hostname
2222,vlan id
.180/8,uncomplete_ip
AP-05,hostname
RSTP,protocol
.69.19.244,uncomplete_ip
70:7f:f1:d7:75:bd,mac address
.8.39.191,uncomplete_ip
TCP,protocol
179.70.237.141,ip address
Catalyst 3560,device type
Tunnel1773,interface
TenGigabitEthernet8/3,interface
1f:5e:7a:04:78:e6,mac address
255.0.0.0,subnet mask
148.250.221.1,ip address
2577,vlan id
204.153.196.186,ip address
Laptop-01,hostname
.16.135,uncomplete_ip
Ethernet2/43,interface
1489,vlan id
Edge-74,hostname
Dist-06,hostname
255.255.255.128,subnet mask
713,vlan id
255.0.0.0,subnet mask
TFTP,protocol
.155/9,uncomplete_ip
66.174,uncomplete_ip
ip routing,configuration command
3233,vlan id
no shutdown,configuration command
Ethernet0/11,interface
IPsec,protocol
99.176,uncomplete_ip
1114,vlan id
Vlan370,interface
d3:98:9c:01:ab:52,mac address
access-list,configuration command
Windows Server,device type
ip nat outside,configuration command
925,vlan id
ip access-group,configuration command
switchport mode access,configuration command
.53.172.173,uncomplete_ip
839,vlan id
Vlan1691,interface
Catalyst 2960,device type
2523,vlan id
3912,vlan id
Border-49,hostname
Ethernet1/18,interface
Tunnel227,interface
77.24.27.43,ip address
69.229.193.243,ip address
FastEthernet6/45,interface
2109,vlan id
Cisco 4331,device type
255.255.255.0,subnet mask
MPLS,protocol
.129/19,uncomplete_ip
Catalyst 9300,device type
105.167.36.158,ip address
Loopback869,interface
5f:58:80:3b:63:56,mac address
Port-channel3852,interface
3031,vlan id
Firepower 2100,device type
router ospf,configuration command
.185.251.230,uncomplete_ip
HTTP,protocol
.146/17,uncomplete_ip
PAgP,protocol
744,vlan id
5.121.203.83,ip address
0e:66:51:87:a5:db,mac address
SSH,protocol
27.72.73.24,ip address
255.255.248.0,subnet mask
OSPF,protocol
255.255.255.252,subnet mask
show running-config,configuration command
255.255.248.0,subnet mask
ip domain-name,configuration command
UDP,protocol
Windows Server,device type
159.248.217.72,ip address
Gateway-59,hostname
Port-channel3341,interface
access-list,configuration command
Edge-98,hostname
ip nat inside,configuration command
392,vlan id
service password-encryption,configuration command
Catalyst 9300,device type
2891,vlan id
255.0.0.0,subnet mask
show running-config,configuration command
3488,vlan id
HTTPS,protocol
1591,vlan id
BGP,protocol
Core-79,hostname
255.255.0.0,subnet mask
.169.213.177,uncomplete_ip
Telnet,protocol
2a:cb:70:81:6b:9c,mac address
STP,protocol
Laptop-77,hostname
255.255.248.0,subnet mask
ip routing,configuration command
FastEthernet3/8,interface
GRE,protocol
login local,configuration command
Ethernet1/33,interface
Catalyst 9300,device type
Tunnel3473,interface
71:0c:01:ee:d5:d9,mac address
GRE,protocol
RSTP,protocol
.237.128.79,uncomplete_ip
.125/17,uncomplete_ip
28.251.131.190,ip address
1733,vlan id
ip routing,configuration command
Cisco 1941,device type
b8:79:90:1e:03:52,mac address
ICMP,protocol
TenGigabitEthernet1/33,interface
e8:0e:20:9f:44:d2,mac address
242.85,uncomplete_ip
Dist-01,hostname
255.255.255.0,subnet mask
HTTP,protocol
255.255.255.192,subnet mask
GigabitEthernet0/11,interface
OSPF,protocol
ASA 5506-X,device type
255.255.0.0,subnet mask
1151,vlan id
FastEthernet3/43,interface
.25.75,uncomplete_ip
255.255.255.240,subnet mask
service password-encryption,configuration command
511,vlan id
Server-83,hostname
FTP,protocol
HTTP,protocol
ef:b5:86:fd:17:b3,mac address
222.231.106.76,ip address
Dist-93,hostname
255.0.0.0,subnet mask
19.208,uncomplete_ip
2313,vlan id
245.255.142.187,ip address
